cid,uid,date
58166d0a-b036-4dbb-867a-d702417c437b,f8498791-ffb4-4b7f-bb32-15848a958bc2,2024-12-27
83bb2dde-f0e5-4694-bcdf-1337230112f6,43a0da89-2f95-4d27-b9b1-ef56069bf758,2019-08-07
634e4c94-1eff-4966-bc7b-f33476e68fc0,d6225123-44f7-4c0c-9bde-3045ddfdd812,2002-02-12
ccb857eb-69ee-4441-98b8-97166ccc36dc,cc59cb90-f3bd-448d-9aeb-f5efca4b7e02,2012-03-23
007761b7-4196-429d-9934-ce55b211d051,e13e2948-8b72-4e8c-b398-d26750ee376f,2005-08-30
8f26cb78-e04d-4db4-9a09-8d3f606a6a8c,c9b810c1-c1b3-4e55-a629-91053c517349,1995-03-03
ccb857eb-69ee-4441-98b8-97166ccc36dc,d9602694-41b6-4b9b-b9ce-410b8aa8d98e,2008-05-04
e1da45ad-6184-4e50-be11-6d0074992b73,1d5905eb-85ab-46db-a1a3-4d7a36246142,2002-01-29
8407e268-55a1-406a-a1f3-ee800f2c8fcd,9a11c4dd-57d0-4922-a699-8331bc2bd2de,2015-05-29
ccb857eb-69ee-4441-98b8-97166ccc36dc,b255bad2-90ba-49f9-b7e2-d7f7b1da6701,2014-10-07
53e9fd6e-5335-4d3d-a97e-a723b9d7098c,616cdd1f-59fa-4aea-a51d-e5eb01f837d7,2011-12-28
07820136-078e-46fe-b4ee-bc2f5011ffdc,7c0245a1-87e0-4f91-8461-90f2e8ac37f3,2018-08-01
ca2666dc-2f87-462e-ab3c-5c05aecf5b0a,f1e70a56-f401-4116-ae83-8135318cc172,2003-05-02
c0d3aa9a-3128-4ff1-9e90-ec66e14a017f,45d601a0-25d9-4ce8-9aed-6c096aae0594,2021-06-21
4ed0760e-ab52-416e-a3a1-f45983ad2de8,687c3f0f-d0e5-4a07-8530-50e40cd064ec,2016-01-04
9de081d4-57d5-4e31-ad79-dcb228b76745,171b23fa-36e2-400d-89dd-d2dcd8c13726,2013-05-31
4ed0760e-ab52-416e-a3a1-f45983ad2de8,b229a415-b059-4af5-851e-c886172f9633,2002-03-27
ab1c54de-1225-4586-8941-7d1ada6f83fb,e048e676-52e8-4b30-b8dd-5d6431591c95,2008-03-13
b13b9214-f77e-43fb-928c-157b8c8284ec,86ad0792-05f5-424f-bb36-5f1bf86804f2,2016-12-03
b13b9214-f77e-43fb-928c-157b8c8284ec,a51fefda-e90c-47e2-b409-cc2fd96e1516,2020-01-11
b929d861-4536-4fed-8078-45b30a080eb8,06a02a2d-8a6c-471a-abd9-d33f9042f693,2013-05-12
d1aa9279-55af-4023-ba77-2676c32a28b9,81d2cc0a-d294-4520-a405-0d5a702603b2,2018-03-03
7ba33664-4184-4fd7-9355-6ce61a26d15e,3f970a81-f161-498f-84ca-8d7de5c1cfa1,2005-08-14
395bee8e-ef58-477a-9e7d-255a287cf6eb,c33617a5-c0d7-468e-8352-46f7adb23874,2008-11-01
96bc310f-95ec-466f-9449-1b4a7bf33ef6,c80f5837-275a-4e6b-9242-1fa5d4de1cf9,2000-02-11
96bc310f-95ec-466f-9449-1b4a7bf33ef6,c56dd9ad-0e97-45ed-aae4-977e75a30c03,2000-04-27
f9301728-4d57-4c30-967e-ccebd5705711,ac008aa1-0de0-422a-9192-5dd6efe3a968,2014-06-11
276431ab-82d2-4d8c-a675-2f8edc552e51,e7589302-2d56-4ed5-b8de-54be55f7684c,1998-09-04
83bb2dde-f0e5-4694-bcdf-1337230112f6,494d5bf1-3827-49db-be58-1f99b34490b3,2004-11-01
94539dfc-e0d4-420f-b48e-2fe5170aecf3,eee115da-31cf-4426-8f5c-a8f5ca5c1c90,2013-03-09
d5664677-e39e-4c0c-a661-559ade0b3d29,9515e7a8-5beb-4cdf-8d85-f31cb8284e66,2022-12-04
d11d9826-9556-4b3d-b479-b5cb9a0a2a63,8badfe8e-354d-4d6e-834a-0e3b7d4dd7aa,2016-08-03
8f26cb78-e04d-4db4-9a09-8d3f606a6a8c,b229a415-b059-4af5-851e-c886172f9633,2016-06-30
4a93dd9b-e6b5-4d60-beca-2a2adb220c4d,92bbc463-7ae7-4364-a5d2-5e0f71e66661,1995-04-06
678e8841-f5b4-4ae7-b23a-c0b2fc1a554e,8b51956e-decd-4612-949a-9ced7a451034,2005-12-09
8d52d9db-9a3e-4864-9d23-77fe60df4e78,ff80ccc4-50f1-4ccb-b3ad-3f41780b721b,2007-01-05
8bfcdc2c-bbfa-4bee-8a1c-de0f939ea02a,cffeacf4-ab03-4fd2-913b-5b0b79ef1466,2014-03-23
05690061-1949-4939-adef-ee23dfddb640,c4bd8688-cdda-4c00-9bf5-79b4d1d5bcf4,2021-04-05
58166d0a-b036-4dbb-867a-d702417c437b,a0280477-95a6-43c0-8ec6-242b09344952,2000-09-07
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,ea326f9c-3fe9-4f9b-b502-f41f71b6f9ec,2002-03-06
11284cc3-b602-4bd0-86ff-eeed987ba32d,2ae59589-09ac-4975-b2ee-013324844c8b,1999-10-29
d71d233b-30e9-4458-b936-883cef82c84d,d40886bc-fdfb-48c9-862b-1f7bf2808f74,2006-09-03
b13b9214-f77e-43fb-928c-157b8c8284ec,e655a363-b1c2-489c-8769-385ba6b5d747,2017-10-09
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,418aff98-fd47-4336-9ef4-cc723b542a83,2013-09-02
8407e268-55a1-406a-a1f3-ee800f2c8fcd,ab83500a-dbb9-45d4-9b21-5b2fd08dc312,2024-09-21
8407e268-55a1-406a-a1f3-ee800f2c8fcd,d82b697e-eaeb-4a5d-aa94-1a542bec096e,2007-06-01
94539dfc-e0d4-420f-b48e-2fe5170aecf3,424d49d2-cd36-4353-8903-3000005bf7d7,1995-07-15
2b8276ad-a35b-4ebb-8091-596e57e17256,ee864fc5-acb1-4b6d-925a-b732268ecd5e,2019-09-04
1a69bb26-1988-41f6-b574-38a9ede71ab2,05ea63c9-c5ea-4420-9aed-0f040299132c,2023-02-20
9de081d4-57d5-4e31-ad79-dcb228b76745,d08102e3-2458-4e86-8bf8-7266e2be702a,1997-12-01
67650b29-27d4-473e-b672-bfb1cbd81cf3,5e511100-1125-476f-9902-7cb7c7a77360,2019-09-07
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,a088f59a-2f85-43a0-b1c9-af763cca8a5e,2010-02-10
9de081d4-57d5-4e31-ad79-dcb228b76745,0bb9c3fd-a79a-4eae-ad3d-b2d75b78cd38,2004-11-08
395bee8e-ef58-477a-9e7d-255a287cf6eb,ffef95e1-e1e5-4f0a-b073-c535e0fe93db,2024-06-03
d1aa9279-55af-4023-ba77-2676c32a28b9,bc80cef9-93fe-4b9f-970a-aa63f5af993a,2008-12-20
e77f16b9-4208-4afd-8560-d307a8798185,8925a26f-15f9-4e5d-9e4a-e15177b6bc83,2019-09-03
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,5bcbea3c-50ed-49ce-8633-2180a4e6a7ab,2018-10-21
1a69bb26-1988-41f6-b574-38a9ede71ab2,08ab6602-1e78-4325-8203-43c0a9049697,2004-03-29
c0d3aa9a-3128-4ff1-9e90-ec66e14a017f,63c0e8c0-7cf4-4788-9ff0-f25fe0f0d530,2021-01-08
e1da45ad-6184-4e50-be11-6d0074992b73,e7504f6d-917c-4ef0-a4e2-7f4d04d31a3b,2010-04-13
f9301728-4d57-4c30-967e-ccebd5705711,a8e99cc1-efb4-44ee-8b46-b0f0c473c5a8,2003-05-11
96bc310f-95ec-466f-9449-1b4a7bf33ef6,dffc1b0d-8995-4ee5-8e77-ac0216a4aa5e,2017-09-23
07820136-078e-46fe-b4ee-bc2f5011ffdc,b5b44f0d-1e12-4a8c-b0e5-ec3073fb45cc,2006-03-06
e1da45ad-6184-4e50-be11-6d0074992b73,dcf8e45f-aa31-4054-a4a4-db94d1256841,2004-07-21
07820136-078e-46fe-b4ee-bc2f5011ffdc,1abbdb60-c355-4430-bf81-e97b3b4ca20b,2000-05-24
85f7fcf2-c010-49c9-9a23-109b270af8ff,26114b69-6ec0-4016-b9c0-1003af2a63c9,2000-12-30
7177317e-b0e8-4d92-bced-841d9f6541d8,0c26691b-59db-476a-85b4-4ff6a22956ba,2003-06-27
8407e268-55a1-406a-a1f3-ee800f2c8fcd,0bb9c3fd-a79a-4eae-ad3d-b2d75b78cd38,2003-09-08
1af8689b-0adf-476a-94fe-677cc4e84c98,01c86e97-8a70-4906-ad55-0cf7eadd766c,2003-09-17
96bc310f-95ec-466f-9449-1b4a7bf33ef6,1ff5fd6f-74d1-473d-aefd-44c3c50f43eb,2022-05-04
85f7fcf2-c010-49c9-9a23-109b270af8ff,322fca45-1d53-4e93-ac1e-4e376f084186,2011-10-31
1876d9e7-2cb2-4034-aebd-b1ea9dd3eda6,8c3ce5f2-fd3e-49ee-89e0-7b35643f207d,1998-11-23
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,1887ebc9-8461-4df3-8df8-5a07f3aa37f1,2005-12-18
c0d3aa9a-3128-4ff1-9e90-ec66e14a017f,eb5a3a5e-fa4e-4ed4-8528-1bdaffbc35da,2008-04-23
05690061-1949-4939-adef-ee23dfddb640,97adfc67-ec84-46f7-991f-9e54364127ed,2025-06-04
07820136-078e-46fe-b4ee-bc2f5011ffdc,f37b5483-c7db-4d15-98f7-630e4a628a22,2011-05-26
ab1c54de-1225-4586-8941-7d1ada6f83fb,31dfe62d-6ba0-469f-8481-b1fbfe6e2b67,2025-06-29
007761b7-4196-429d-9934-ce55b211d051,b542b1ed-4786-46d0-ab03-f12f20e3b031,2016-08-05
4a93dd9b-e6b5-4d60-beca-2a2adb220c4d,31c1c55e-524b-48be-ba6d-5ed38e54b2e9,2002-05-27
8d52d9db-9a3e-4864-9d23-77fe60df4e78,5231a079-f4cc-4313-ad78-bbaf370d68fe,2011-02-12
d1aa9279-55af-4023-ba77-2676c32a28b9,caf163f2-aeea-4553-96b1-51899ea0860d,1997-07-26
83bb2dde-f0e5-4694-bcdf-1337230112f6,d30bec41-48eb-4292-9a87-d95178dc6d89,2020-07-01
634e4c94-1eff-4966-bc7b-f33476e68fc0,27113e85-e9af-4d12-a91a-822d346b45c2,2002-11-08
7ba33664-4184-4fd7-9355-6ce61a26d15e,f6a14813-bc28-4ae4-af8f-d2fa54dd0f6c,2009-04-23
678e8841-f5b4-4ae7-b23a-c0b2fc1a554e,5ea7ccc7-8776-4af0-890f-e63501c8852f,2013-04-29
55f0e5f6-7865-46b0-81e5-0096cde46c71,b8d579d3-2078-403d-a094-9bce4a57a725,2014-05-29
ab1c54de-1225-4586-8941-7d1ada6f83fb,6f8bd62b-540e-4b6e-abf2-80074f09ffc3,2013-05-03
83bb2dde-f0e5-4694-bcdf-1337230112f6,93122116-1b13-40d6-8be2-c7004610d4df,2014-02-02
1af8689b-0adf-476a-94fe-677cc4e84c98,43a0c8ce-4953-4bc6-9632-6c754ba64f10,2021-12-20
1df77618-b128-407b-af75-0ca2299a56f8,603b0a3e-4d55-4abf-b10e-ee980c33b6a6,1997-03-07
4a93dd9b-e6b5-4d60-beca-2a2adb220c4d,977e098d-0cc0-449c-b211-3627c6970ba6,2025-12-18
83bb2dde-f0e5-4694-bcdf-1337230112f6,be60eefa-21bd-4792-ab64-4ef880f36cb0,2004-06-13
e1da45ad-6184-4e50-be11-6d0074992b73,0b42d69d-4109-4a7d-88db-361520195d11,2022-02-28
96bc310f-95ec-466f-9449-1b4a7bf33ef6,cb887ec8-54f9-4698-9405-f0081400af03,2017-07-30
58166d0a-b036-4dbb-867a-d702417c437b,5636486a-6b99-4175-b9f8-eb624263c548,2004-05-13
007761b7-4196-429d-9934-ce55b211d051,4f745044-1884-40b6-a08a-a5a4f8e885af,2002-09-27
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,aebdf782-df08-4e92-a6e3-f968521b1e61,2025-10-15
e77f16b9-4208-4afd-8560-d307a8798185,bf433617-afc6-41bb-97cb-8e774f6cdf3c,2001-08-19
96bc310f-95ec-466f-9449-1b4a7bf33ef6,b9a871b6-10be-4100-a048-150292e92023,2018-02-16
f9301728-4d57-4c30-967e-ccebd5705711,1835e614-de73-435d-baa6-8c0034c3448d,2011-09-28
b929d861-4536-4fed-8078-45b30a080eb8,7a130bca-c507-4849-9875-1cfb818789c7,2016-02-11
1a69bb26-1988-41f6-b574-38a9ede71ab2,5a8a1efd-7b55-42bb-9fc9-012a2249def2,2008-06-23
d8e35b50-7174-47f6-a057-4f4b643fe8d1,f995f2c2-9309-4bb6-b0c8-5df3f5003079,2022-02-22
e77f16b9-4208-4afd-8560-d307a8798185,cb02da31-1d2b-499f-8550-53b7cdd4831c,2022-11-14
ab1c54de-1225-4586-8941-7d1ada6f83fb,0262882d-0f32-4305-a18b-6e956dbd834b,2021-07-16
94539dfc-e0d4-420f-b48e-2fe5170aecf3,0306ecbd-27e4-4284-982c-13c9604ebd72,2000-06-12
d11d9826-9556-4b3d-b479-b5cb9a0a2a63,60cf8284-18ed-48c1-8b7f-24e5c1a5f913,2025-07-15
ccb857eb-69ee-4441-98b8-97166ccc36dc,7ba74bc8-a6e0-440c-a241-6504c2909596,2022-09-28
94539dfc-e0d4-420f-b48e-2fe5170aecf3,78671e30-58d3-4714-a8a3-2b045299ad85,2020-12-03
1a69bb26-1988-41f6-b574-38a9ede71ab2,a3940e97-a803-4f50-846f-3847f5c18bce,2010-10-28
58166d0a-b036-4dbb-867a-d702417c437b,45d601a0-25d9-4ce8-9aed-6c096aae0594,2007-08-07
276431ab-82d2-4d8c-a675-2f8edc552e51,b3a219b9-081e-4529-b9b6-b8e8e2669d62,1999-07-21
b929d861-4536-4fed-8078-45b30a080eb8,16708565-a65a-4f00-9ebf-28a9184a5df6,2015-02-20
1a69bb26-1988-41f6-b574-38a9ede71ab2,61a2c6d0-9209-4f83-b628-03118ddc4383,2003-02-24
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,842d825c-030c-4e2d-813a-99c6f083438d,2020-07-18
1df77618-b128-407b-af75-0ca2299a56f8,08355513-5c7c-43f1-890e-09f0db3fb378,2023-02-22
8f26cb78-e04d-4db4-9a09-8d3f606a6a8c,177fcfd3-7731-4ff5-b7db-0be55d8ae7df,2013-02-17
ab1c54de-1225-4586-8941-7d1ada6f83fb,d52e8263-a5eb-453e-a0a1-6410748ecdd9,2013-08-17
1df77618-b128-407b-af75-0ca2299a56f8,345edc24-c310-4857-b12e-9e815be8b893,2024-08-20
276431ab-82d2-4d8c-a675-2f8edc552e51,72d645d0-b25c-4295-9ff8-4357c83fb8b3,2022-04-24
96bc310f-95ec-466f-9449-1b4a7bf33ef6,1b4fc9ca-73ba-44d1-8713-bd78b800d3b1,2016-05-01
d8e35b50-7174-47f6-a057-4f4b643fe8d1,f0d6db37-8ec5-4939-b582-aade003b8ed4,2012-07-14
8407e268-55a1-406a-a1f3-ee800f2c8fcd,94a14026-266a-4d38-82dd-386448582655,2023-05-26
b929d861-4536-4fed-8078-45b30a080eb8,6159f5ee-69d1-49fd-abe7-f2ce83af77a1,2024-02-08
634e4c94-1eff-4966-bc7b-f33476e68fc0,31d54edc-ab68-4f15-aaca-2fcc27451ca8,2001-05-13
678e8841-f5b4-4ae7-b23a-c0b2fc1a554e,8bafe47c-0303-44b8-9e23-48914a043195,2021-12-04
e77f16b9-4208-4afd-8560-d307a8798185,c4522339-6e78-4b32-86da-34fbe77ce123,2012-03-17
6ff87380-b43c-4589-90fb-9aee1e2a1848,8cb56d57-30ad-48db-bb16-8d1e7ce502fa,1997-01-03
d8e35b50-7174-47f6-a057-4f4b643fe8d1,00ba1ec1-eac6-451b-833b-7d41ff43d040,2019-02-18
2b8276ad-a35b-4ebb-8091-596e57e17256,209fdb4b-1a26-4f65-b38c-bb619834e29c,2025-12-25
11284cc3-b602-4bd0-86ff-eeed987ba32d,9b75e405-3be1-44bf-adbe-112d23f839fa,2012-04-20
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,347844b0-f325-46e4-bd1a-5e011dda0e99,2006-08-11
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,5a6f1ab5-1b83-49ac-9e65-e7d5fe75adf9,2015-11-24
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,2ffd0010-24f7-4ca6-a299-3a3e4bab9d27,2003-03-11
6cf0ba77-2ddc-410d-9240-ffe179831b0b,192adea9-baf0-49ec-b32b-a54bff4ff0ad,1995-06-27
b929d861-4536-4fed-8078-45b30a080eb8,abf7cc43-9139-4b39-9c7e-8e99191b566b,2014-01-23
11284cc3-b602-4bd0-86ff-eeed987ba32d,7ca9533e-03cd-4149-b741-bcb10c04428d,1999-01-14
d11d9826-9556-4b3d-b479-b5cb9a0a2a63,e11ca326-498e-4832-8685-59b5c3ef35af,2016-07-17
55f0e5f6-7865-46b0-81e5-0096cde46c71,e13e2948-8b72-4e8c-b398-d26750ee376f,1995-09-01
276431ab-82d2-4d8c-a675-2f8edc552e51,c74b6782-cecc-4613-b6e2-7ba758d127ef,2022-06-04
007761b7-4196-429d-9934-ce55b211d051,6a2b3220-d17d-47b0-9881-7a3f6b2c3f7a,2009-07-26
8d52d9db-9a3e-4864-9d23-77fe60df4e78,ddcdfbc5-97e5-4c72-9d83-9cd25d39990f,1996-12-01
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,f4250dcd-6dc2-4689-85e2-1ab7dc8fb8d9,1999-04-25
6ff87380-b43c-4589-90fb-9aee1e2a1848,4497ebf4-e9e8-4621-8d7a-f0bf742ed3ed,2013-03-08
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,cec7e221-e147-4acf-8cc9-0aab03e0ffcc,1997-12-25
e77f16b9-4208-4afd-8560-d307a8798185,a22b7e65-2b95-477d-9584-95fb1568f4aa,2015-07-12
4ed0760e-ab52-416e-a3a1-f45983ad2de8,5a6f1ab5-1b83-49ac-9e65-e7d5fe75adf9,1999-04-17
6ff87380-b43c-4589-90fb-9aee1e2a1848,362fb39f-04fe-4ed4-9fd4-8a2e2227c510,2003-03-26
1df77618-b128-407b-af75-0ca2299a56f8,ac2bb5d8-6caa-469e-a5ac-85306e83d04f,2023-10-23
58166d0a-b036-4dbb-867a-d702417c437b,ab826473-4c93-48aa-b473-ac599a6df05c,2022-05-26
ab1c54de-1225-4586-8941-7d1ada6f83fb,c23fa2dd-f880-40be-a9c7-d8f40d766a07,2011-06-11
05690061-1949-4939-adef-ee23dfddb640,8c3ce5f2-fd3e-49ee-89e0-7b35643f207d,1995-12-05
8f26cb78-e04d-4db4-9a09-8d3f606a6a8c,ea326f9c-3fe9-4f9b-b502-f41f71b6f9ec,2021-05-20
ccb857eb-69ee-4441-98b8-97166ccc36dc,f7ff8a1d-07c3-4201-9e7e-37f4848da294,2014-04-22
85f7fcf2-c010-49c9-9a23-109b270af8ff,3b6ba445-43a0-4cd8-bfae-ec4e236d3a53,2011-01-03
2b8276ad-a35b-4ebb-8091-596e57e17256,0148a2ff-86c9-4080-9b95-424690e4fbcd,2005-05-09
7177317e-b0e8-4d92-bced-841d9f6541d8,2dbac1af-564c-4e9b-bab6-0630ae8a940f,2016-11-19
96bc310f-95ec-466f-9449-1b4a7bf33ef6,52824c44-f3ba-4280-aec3-f2f34b9057b9,2021-09-25
ab1c54de-1225-4586-8941-7d1ada6f83fb,910f2ac5-3d97-4c69-b5c9-3d0730d8262a,2011-06-17
07820136-078e-46fe-b4ee-bc2f5011ffdc,b6ff8643-a313-46b1-9538-e98baeecb5ac,2008-11-18
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,d90adb95-d29d-40c9-820f-ea627f1448d1,2019-09-26
8407e268-55a1-406a-a1f3-ee800f2c8fcd,e9c459fd-ac05-4883-950d-47a1ea407d9e,2011-08-13
67650b29-27d4-473e-b672-bfb1cbd81cf3,26114b69-6ec0-4016-b9c0-1003af2a63c9,1995-01-12
e1da45ad-6184-4e50-be11-6d0074992b73,adedb1c1-ca2e-44fb-a531-e32822594fa4,2022-06-30
2b8276ad-a35b-4ebb-8091-596e57e17256,5f4667ca-f2ce-40b4-aa12-2d7206d16c23,2007-11-12
55f0e5f6-7865-46b0-81e5-0096cde46c71,d35f3216-e216-4d6a-9154-c0ed3c9b1365,2003-08-18
276431ab-82d2-4d8c-a675-2f8edc552e51,f8498791-ffb4-4b7f-bb32-15848a958bc2,2003-01-28
07820136-078e-46fe-b4ee-bc2f5011ffdc,22ddac3f-87ac-4174-b82f-f6ce9e280dc7,2017-08-10
395bee8e-ef58-477a-9e7d-255a287cf6eb,9da7c24d-25c8-473c-b737-25dc85a57151,2001-08-19
b929d861-4536-4fed-8078-45b30a080eb8,687c3f0f-d0e5-4a07-8530-50e40cd064ec,2005-07-19
1df77618-b128-407b-af75-0ca2299a56f8,e7ff5c48-5d07-4a26-a05d-3e801faf50b3,2009-05-08
007761b7-4196-429d-9934-ce55b211d051,8fc07616-e4a8-490d-a168-5b7f7c4e2edf,1995-02-11
8bfcdc2c-bbfa-4bee-8a1c-de0f939ea02a,b41da458-0d6a-4f78-830c-87c52f2504de,2003-08-07
94539dfc-e0d4-420f-b48e-2fe5170aecf3,ed498b5c-576f-4e43-80d0-97a183b7be5d,2003-03-11
7177317e-b0e8-4d92-bced-841d9f6541d8,e7504f6d-917c-4ef0-a4e2-7f4d04d31a3b,2018-08-25
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,8e3a5c75-18ff-4e7b-be60-94bbe2448754,1998-05-03
53e9fd6e-5335-4d3d-a97e-a723b9d7098c,ee864fc5-acb1-4b6d-925a-b732268ecd5e,2017-12-12
6ff87380-b43c-4589-90fb-9aee1e2a1848,0f1879e2-4155-4ec4-925e-52f252d43409,2018-07-24
8407e268-55a1-406a-a1f3-ee800f2c8fcd,c2bf5f5f-b09d-406d-ab79-b1193d2c9d6d,2003-11-19
007761b7-4196-429d-9934-ce55b211d051,c79a12db-b413-4582-ad90-5125ce14c1e6,2023-01-08
d5664677-e39e-4c0c-a661-559ade0b3d29,92a10c4f-728e-4d8d-9fda-9f2a84dcbf6e,2001-02-22
ab1c54de-1225-4586-8941-7d1ada6f83fb,4c3ae5c4-2f68-45bb-a26a-29728b71ca73,2007-09-28
d5664677-e39e-4c0c-a661-559ade0b3d29,0ddaa4ec-5721-4b40-af82-fafddcde8e38,2010-08-30
d8e35b50-7174-47f6-a057-4f4b643fe8d1,2ae59589-09ac-4975-b2ee-013324844c8b,2002-06-11
ccb857eb-69ee-4441-98b8-97166ccc36dc,73b9b3f7-8178-44b2-93b2-ce0810153005,2007-12-05
ab1c54de-1225-4586-8941-7d1ada6f83fb,721560dc-6fbd-4346-9496-43ad40f17afd,2019-12-25
395bee8e-ef58-477a-9e7d-255a287cf6eb,a40c1f3b-07c1-4176-8919-84dbc18ed92e,2004-09-18
395bee8e-ef58-477a-9e7d-255a287cf6eb,c071cbb6-4ace-4a3c-a728-6eba296281fd,2001-05-02
d11d9826-9556-4b3d-b479-b5cb9a0a2a63,e750dc43-0fc3-4233-a4dc-94e14cc69c11,1998-07-04
f9301728-4d57-4c30-967e-ccebd5705711,e4a5c320-70da-4a73-a18a-567eb387452a,2006-05-10
1df77618-b128-407b-af75-0ca2299a56f8,3fd42e9f-8052-461b-8882-61ff959264ed,2018-12-29
007761b7-4196-429d-9934-ce55b211d051,ba6287c5-ffb8-464e-84d9-47e349ded482,1997-12-29
ca2666dc-2f87-462e-ab3c-5c05aecf5b0a,322fca45-1d53-4e93-ac1e-4e376f084186,1996-01-23
ccb857eb-69ee-4441-98b8-97166ccc36dc,864ba38c-dd3c-45a4-9a9d-c0355790363c,2023-04-28
d71d233b-30e9-4458-b936-883cef82c84d,7a130bca-c507-4849-9875-1cfb818789c7,2001-03-12
4a93dd9b-e6b5-4d60-beca-2a2adb220c4d,26114b69-6ec0-4016-b9c0-1003af2a63c9,2000-06-23
07820136-078e-46fe-b4ee-bc2f5011ffdc,d06d2c2d-a8c4-4f77-bf25-1a88ad7b368f,2021-12-16
85f7fcf2-c010-49c9-9a23-109b270af8ff,82bc1d18-0c18-40c3-89f0-ec851dbe0307,1998-07-26
c0d3aa9a-3128-4ff1-9e90-ec66e14a017f,575d9a71-b7bd-4315-a2d6-cb7765d1ef86,2020-04-30
8407e268-55a1-406a-a1f3-ee800f2c8fcd,5ea7ccc7-8776-4af0-890f-e63501c8852f,2007-03-30
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,eee115da-31cf-4426-8f5c-a8f5ca5c1c90,1995-04-18
ca2666dc-2f87-462e-ab3c-5c05aecf5b0a,494db400-18a1-4dfe-9038-05a27a499ea4,2020-12-17
678e8841-f5b4-4ae7-b23a-c0b2fc1a554e,e1199088-3e21-48a7-a14a-8a4a2963012b,2013-06-16
6cf0ba77-2ddc-410d-9240-ffe179831b0b,24d1bc3c-047e-4495-8d4a-32b39dc8d786,1995-10-24
007761b7-4196-429d-9934-ce55b211d051,57aa1ebd-48c9-462b-895c-81f76c3ef02b,1997-06-02
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,d9602694-41b6-4b9b-b9ce-410b8aa8d98e,2022-12-03
05690061-1949-4939-adef-ee23dfddb640,54da02a3-1f3c-4b1b-a995-e97b623d883b,2009-08-01
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,1501ebc4-e29a-495b-b4eb-a6b1e562081c,2017-02-11
1876d9e7-2cb2-4034-aebd-b1ea9dd3eda6,0148a2ff-86c9-4080-9b95-424690e4fbcd,2022-07-21
11284cc3-b602-4bd0-86ff-eeed987ba32d,d52e8263-a5eb-453e-a0a1-6410748ecdd9,2022-10-11
395bee8e-ef58-477a-9e7d-255a287cf6eb,3b6ba445-43a0-4cd8-bfae-ec4e236d3a53,2011-12-30
6ff87380-b43c-4589-90fb-9aee1e2a1848,360b566d-2170-44c4-a2b4-be2e92549a62,2005-02-10
05690061-1949-4939-adef-ee23dfddb640,0148a2ff-86c9-4080-9b95-424690e4fbcd,2008-09-10
4ed0760e-ab52-416e-a3a1-f45983ad2de8,ed498b5c-576f-4e43-80d0-97a183b7be5d,2008-07-20
d71d233b-30e9-4458-b936-883cef82c84d,43e73209-6e9b-4793-9948-bdfb9870cdcb,2009-05-22
276431ab-82d2-4d8c-a675-2f8edc552e51,51403c29-0fe4-44a0-96e1-1c576c807299,2025-07-11
007761b7-4196-429d-9934-ce55b211d051,27819c5a-e337-49cd-95d2-e95907cf8cdc,2011-08-28
b13b9214-f77e-43fb-928c-157b8c8284ec,1501ebc4-e29a-495b-b4eb-a6b1e562081c,2021-02-20
96bc310f-95ec-466f-9449-1b4a7bf33ef6,31d54edc-ab68-4f15-aaca-2fcc27451ca8,2008-06-11
e77f16b9-4208-4afd-8560-d307a8798185,6281e447-f9fd-4be6-96b5-2553274fe606,2006-08-08
7ba33664-4184-4fd7-9355-6ce61a26d15e,2d689e48-1f66-4fed-bb01-d4d9699e7d53,2012-11-04
58166d0a-b036-4dbb-867a-d702417c437b,57aa1ebd-48c9-462b-895c-81f76c3ef02b,2015-09-29
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,d27585e1-0016-4a00-960e-12a1cde8898f,2016-12-22
94539dfc-e0d4-420f-b48e-2fe5170aecf3,a31ec75b-faf8-4d54-99af-3d34d1b4af04,2017-03-16
e1da45ad-6184-4e50-be11-6d0074992b73,703b3dde-c64f-4715-8a0e-78e3374ef997,2019-04-09
ca2666dc-2f87-462e-ab3c-5c05aecf5b0a,c64d9b5b-ef4b-4598-9005-d83729ab3948,1995-04-04
94539dfc-e0d4-420f-b48e-2fe5170aecf3,21755bcb-bbe4-41af-b32b-53c0d14bec20,2016-02-13
11284cc3-b602-4bd0-86ff-eeed987ba32d,b255bad2-90ba-49f9-b7e2-d7f7b1da6701,2002-02-01
